Step,Time (sec) 
All steps 0-10,889.1044685840607
Step 0: Parse Targets,0.4880697727203369
Step 1: Collecting the genomic contexts,72.50999808311462
Step 1a: Mapping,3.5121169090270996
Step 1b: Assemblies,64.19808316230774
Step 1c: Sequences,4.799782037734985
Step 2: Finding protein families,324.8944158554077
Step 3: Annotating functions and structures,138.81402111053467
Step 4-5: Finding operon/genomic_context,243.35382390022278
Step 6: Mapping taxonomy,25.11651110649109
Step 7: Finding ALL proteins with transmembrane segments,0.0010554790496826172
Step 8-9: Producing figures,83.04180097579956
Step 10: Write output,0.8789470195770264
