Step,Time (sec) 
All steps 0-10,160.2860507965088
Step 0: Parse Targets,0.009276866912841797
Step 1: Collecting the genomic contexts,11.039314985275269
Step 1a: Mapping,8.888702392578125
Step 1b: Assemblies,1.5404984951019287
Step 1c: Sequences,0.6100814342498779
Step 2: Finding protein families,92.67518210411072
Step 3: Annotating functions and structures,1.2683219909667969
Step 4-5: Finding operon/genomic_context,1.8090660572052002
Step 6: Mapping taxonomy,28.61835503578186
Step 7: Finding ALL proteins with transmembrane segments,0.0026369094848632812
Step 8-9: Producing figures,24.72836709022522
Step 10: Write output,0.13043546676635742
