Step,Time (sec) 
All steps 0-10,729.0630924701691
Step 0: Parse Targets,0.48902416229248047
Step 1: Collecting the genomic contexts,214.01734256744385
Step 1a: Mapping,3.3203935623168945
Step 1b: Assemblies,203.70302534103394
Step 1c: Sequences,6.993901252746582
Step 2: Finding protein families,146.9285008907318
Step 3: Annotating functions and structures,16.723556995391846
Step 4-5: Finding operon/genomic_context,243.2005832195282
Step 6: Mapping taxonomy,22.213249683380127
Step 7: Finding ALL proteins with transmembrane segments,0.0022420883178710938
Step 8-9: Producing figures,84.53387665748596
Step 10: Write output,0.9483861923217773
