Step,Time (sec) 
All steps 0-10,833.9373660087585
Step 0: Parse Targets,0.48704051971435547
Step 1: Collecting the genomic contexts,189.22385954856873
Step 1a: Mapping,5.593730688095093
Step 1b: Assemblies,155.5037603378296
Step 1c: Sequences,28.126347064971924
Step 2: Finding protein families,141.826274394989
Step 3: Annotating functions and structures,142.3947196006775
Step 4-5: Finding operon/genomic_context,253.21435070037842
Step 6: Mapping taxonomy,22.7810480594635
Step 7: Finding ALL proteins with transmembrane segments,0.001108407974243164
Step 8-9: Producing figures,83.10839176177979
Step 10: Write output,0.8952407836914062
