Step,Time (sec) 
All steps 0-10,736.5604891777039
Step 0: Parse Targets,0.48682427406311035
Step 1: Collecting the genomic contexts,157.99809789657593
Step 1a: Mapping,2.7544100284576416
Step 1b: Assemblies,150.05312180519104
Step 1c: Sequences,5.190546035766602
Step 2: Finding protein families,207.50871682167053
Step 3: Annotating functions and structures,10.536567211151123
Step 4-5: Finding operon/genomic_context,252.02813959121704
Step 6: Mapping taxonomy,22.680981397628784
Step 7: Finding ALL proteins with transmembrane segments,0.3701059818267822
Step 8-9: Producing figures,83.58871579170227
Step 10: Write output,1.0134687423706055
