Step,Time (sec) 
All steps 0-10,115.9433262348175
Step 0: Parse Targets,0.008996248245239258
Step 1: Collecting the genomic contexts,11.637984037399292
Step 1a: Mapping,8.648995399475098
Step 1b: Assemblies,2.45849347114563
Step 1c: Sequences,0.5304684638977051
Step 2: Finding protein families,47.93622612953186
Step 3: Annotating functions and structures,1.288602352142334
Step 4-5: Finding operon/genomic_context,1.8509254455566406
Step 6: Mapping taxonomy,28.511115789413452
Step 7: Finding ALL proteins with transmembrane segments,0.0014226436614990234
Step 8-9: Producing figures,24.568106174468994
Step 10: Write output,0.13535356521606445
