Step,Time (sec) 
All steps 0-10,84.96045303344727
Step 0: Parse Targets,0.009185791015625
Step 1: Collecting the genomic contexts,12.135464906692505
Step 1a: Mapping,7.995102167129517
Step 1b: Assemblies,3.4080700874328613
Step 1c: Sequences,0.7322678565979004
Step 2: Finding protein families,14.996363401412964
Step 3: Annotating functions and structures,1.4867186546325684
Step 4-5: Finding operon/genomic_context,1.8592233657836914
Step 6: Mapping taxonomy,28.689589500427246
Step 7: Finding ALL proteins with transmembrane segments,0.001148223876953125
Step 8-9: Producing figures,25.647369146347046
Step 10: Write output,0.12978315353393555
