target_sequences_50
nr_of_targets: 50
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.087171606719494	2	5.165345970541239	0.9218256361782551	3.043585803359747	3.0006220045310714	3.043585803359747
download_and_parse_refseq_and_gb_databases	6.089421391487122	1	6.089421391487122	6.089421391487122	6.089421391487122	nan	6.089421391487122
parse_targets	0.0010390467941761017	1	0.0010390467941761017	0.0010390467941761017	0.0010390467941761017	nan	0.0010390467941761017
Step 0: Parse Targets	0.0011015161871910095	1	0.0011015161871910095	0.0011015161871910095	0.0011015161871910095	nan	0.0011015161871910095
map_uniprot_to_ncbi	25.64077316969633	30	2.652021076530218	0.2700975574553013	0.8546924389898777	0.5946052640737682	0.6234436146914959
get_assembly_id_from_ncbi_code	31.879626266658306	30	6.051693309098482	0.6378946490585804	1.0626542088886102	1.0036090425245654	0.7907784003764391
find_ncbi_code_assembly	72.79557693377137	50	6.453064005821943	0.6379701532423496	1.4559115386754273	0.9624597552155938	1.2008081395179033
download_assembly	31.35487498342991	29	1.8540662042796612	0.6769561544060707	1.081202585635514	0.2788098216299786	1.021543424576521
extract_assembly_file	1.2846091277897358	30	0.10122090205550194	0.00279877707362175	0.04282030425965786	0.017020762680226103	0.04268170893192291
parse_assembly	1.742978312075138	30	0.22779075056314468	0.0042695552110672	0.05809927706917127	0.05968261809896443	0.03066077269613743
download_and_extract_assembly	37.24773009493947	30	2.0734362304210663	0.21271808445453644	1.241591003164649	0.35427817750808843	1.1886267680674791
extract_flanking_genes	0.0012541301548480988	30	5.513429641723633e-05	2.970173954963684e-05	4.1804338494936624e-05	9.504888493151491e-06	4.108995199203491e-05
add_sequences_to_flanking_genes	212.73396872729063	30	11.870877508074045	4.496111065149307	7.091132290909687	2.159082061545096	6.3904948104172945
collecting_genomic_context	322.9905745126307	1	322.9905745126307	322.9905745126307	322.9905745126307	nan	322.9905745126307
Step 1: Collecting the genomic contexts	323.0001083984971	1	323.0001083984971	323.0001083984971	323.0001083984971	nan	323.0001083984971
compute_all_agains_all_distance_matrix_mmseqs	8.576957676559687	1	8.576957676559687	8.576957676559687	8.576957676559687	nan	8.576957676559687
find_clusters_in_distance_matrix	0.004228908568620682	3	0.001970198005437851	0.00033035874366760254	0.0014096361895402272	0.0009349158409696939	0.0019283518195152283
mask_singleton_clusters	0.0007112734019756317	1	0.0007112734019756317	0.0007112734019756317	0.0007112734019756317	nan	0.0007112734019756317
assign_families	0.003663264214992523	1	0.003663264214992523	0.003663264214992523	0.003663264214992523	nan	0.003663264214992523
get_protein_families_summary	0.00350889191031456	1	0.00350889191031456	0.00350889191031456	0.00350889191031456	nan	0.00350889191031456
find_and_add_protein_families_mmseqs	8.587329279631376	1	8.587329279631376	8.587329279631376	8.587329279631376	nan	8.587329279631376
Step 2: Finding protein families	8.58736877143383	1	8.58736877143383	8.58736877143383	8.58736877143383	nan	8.58736877143383
map_one_familiy	1.884750995784998	28	0.20540909841656685	0.002013411372900009	0.06731253556374993	0.034530411160137164	0.06862212158739567
find_uniprot_in_swiss_model_repository	0.8467581011354923	27	0.04073270037770271	4.209578037261963e-07	0.03136141115316638	0.00957718943340612	0.033460479229688644
find_uniprot_in_alphafold_database	0.9725618995726109	27	0.1699231043457985	4.3958425521850586e-07	0.036020811095281886	0.028318122770911672	0.03317085653543472
mapping_all_family_members	1.885315913707018	1	1.885315913707018	1.885315913707018	1.885315913707018	nan	1.885315913707018
Step 3: Annotating functions and structures	3.2098906189203262	1	3.2098906189203262	3.2098906189203262	3.2098906189203262	nan	3.2098906189203262
find_operon_types_standard	0.005974385887384415	1	0.005974385887384415	0.005974385887384415	0.005974385887384415	nan	0.005974385887384415
get_operon_types_summary	0.0023507215082645416	1	0.0023507215082645416	0.0023507215082645416	0.0023507215082645416	nan	0.0023507215082645416
Step 4: Finding operon/genomic_context	0.008373171091079712	1	0.008373171091079712	0.008373171091079712	0.008373171091079712	nan	0.008373171091079712
Step 5: Selecting most common operon/genomic context	0.007438767701387405	1	0.007438767701387405	0.007438767701387405	0.007438767701387405	nan	0.007438767701387405
map_taxonomy	14.562806267291307	30	1.1491645723581314	0.3294833339750767	0.4854268755763769	0.19502684555484054	0.3994388561695814
Step 6: Mapping taxonomy	14.568569708615541	1	14.568569708615541	14.568569708615541	14.568569708615541	nan	14.568569708615541
Step 8: Making genomic context figure	1.734379604458809	1	1.734379604458809	1.734379604458809	1.734379604458809	nan	1.734379604458809
Step 9: Making interactive html output	1.2067158669233322	1	1.2067158669233322	1.2067158669233322	1.2067158669233322	nan	1.2067158669233322
Step 10: Write output	0.013706285506486893	1	0.013706285506486893	0.013706285506486893	0.013706285506486893	nan	0.013706285506486893
All steps 0-10	352.3414672277868	1	352.3414672277868	352.3414672277868	352.3414672277868	nan	352.3414672277868
