Step,Time (sec) 
All steps 0-10,84.64999508857727
Step 0: Parse Targets,0.009222030639648438
Step 1: Collecting the genomic contexts,12.483895778656006
Step 1a: Mapping,8.36764144897461
Step 1b: Assemblies,3.3848929405212402
Step 1c: Sequences,0.731337308883667
Step 2: Finding protein families,14.982304096221924
Step 3: Annotating functions and structures,1.512526035308838
Step 4-5: Finding operon/genomic_context,1.8819799423217773
Step 6: Mapping taxonomy,28.567625522613525
Step 7: Finding ALL proteins with transmembrane segments,0.0011470317840576172
Step 8-9: Producing figures,25.07661199569702
Step 10: Write output,0.12926769256591797
