Step,Time (sec) 
All steps 0-10,277.2695050239563
Step 0: Parse Targets,0.009244680404663086
Step 1: Collecting the genomic contexts,11.69032073020935
Step 1a: Mapping,9.476382732391357
Step 1b: Assemblies,1.6594672203063965
Step 1c: Sequences,0.5544464588165283
Step 2: Finding protein families,48.294103145599365
Step 3: Annotating functions and structures,1.2605514526367188
Step 4-5: Finding operon/genomic_context,1.8974583148956299
Step 6: Mapping taxonomy,189.18621730804443
Step 7: Finding ALL proteins with transmembrane segments,0.003332376480102539
Step 8-9: Producing figures,24.79235529899597
Step 10: Write output,0.13108348846435547
