Step,Time (sec) 
All steps 0-10,279.2616500854492
Step 0: Parse Targets,0.009182453155517578
Step 1: Collecting the genomic contexts,12.220930814743042
Step 1a: Mapping,9.24106740951538
Step 1b: Assemblies,2.4329609870910645
Step 1c: Sequences,0.5468778610229492
Step 2: Finding protein families,48.23787522315979
Step 3: Annotating functions and structures,1.2348484992980957
Step 4-5: Finding operon/genomic_context,1.9205260276794434
Step 6: Mapping taxonomy,190.8058934211731
Step 7: Finding ALL proteins with transmembrane segments,0.0014872550964355469
Step 8-9: Producing figures,24.691304683685303
Step 10: Write output,0.13498139381408691
