Step,Time (sec) 
All steps 0-10,121.39846754074097
Step 0: Parse Targets,0.009293794631958008
Step 1: Collecting the genomic contexts,6.556745529174805
Step 1a: Mapping,4.7062554359436035
Step 1b: Assemblies,1.2535793781280518
Step 1c: Sequences,0.5968823432922363
Step 2: Finding protein families,52.92721080780029
Step 3: Annotating functions and structures,3.784484386444092
Step 4-5: Finding operon/genomic_context,1.877406120300293
Step 6: Mapping taxonomy,28.757469415664673
Step 7: Finding ALL proteins with transmembrane segments,0.0014252662658691406
Step 8-9: Producing figures,27.347307205200195
Step 10: Write output,0.13102364540100098
