Step,Time (sec) 
All steps 0-10,116.33679533004761
Step 0: Parse Targets,0.0091705322265625
Step 1: Collecting the genomic contexts,9.895767450332642
Step 1a: Mapping,7.966780185699463
Step 1b: Assemblies,1.2748911380767822
Step 1c: Sequences,0.6540670394897461
Step 2: Finding protein families,48.830711364746094
Step 3: Annotating functions and structures,1.5276780128479004
Step 4-5: Finding operon/genomic_context,1.9183900356292725
Step 6: Mapping taxonomy,29.011346578598022
Step 7: Finding ALL proteins with transmembrane segments,0.0022516250610351562
Step 8-9: Producing figures,25.007025957107544
Step 10: Write output,0.12761950492858887
