Step,Time (sec) 
All steps 0-10,270.37563824653625
Step 0: Parse Targets,0.009290695190429688
Step 1: Collecting the genomic contexts,11.14614987373352
Step 1a: Mapping,9.163300275802612
Step 1b: Assemblies,1.3421385288238525
Step 1c: Sequences,0.64068603515625
Step 2: Finding protein families,30.549944639205933
Step 3: Annotating functions and structures,3.816331624984741
Step 4-5: Finding operon/genomic_context,1.9012494087219238
Step 6: Mapping taxonomy,195.4605667591095
Step 7: Finding ALL proteins with transmembrane segments,0.0023331642150878906
Step 8-9: Producing figures,27.354300260543823
Step 10: Write output,0.1304781436920166
