Step,Time (sec) 
All steps 0-10,713.1984899044037
Step 0: Parse Targets,0.4876546859741211
Step 1: Collecting the genomic contexts,136.05958652496338
Step 1a: Mapping,2.8941335678100586
Step 1b: Assemblies,128.10179805755615
Step 1c: Sequences,5.06363320350647
Step 2: Finding protein families,209.5133080482483
Step 3: Annotating functions and structures,10.833629608154297
Step 4-5: Finding operon/genomic_context,250.88991403579712
Step 6: Mapping taxonomy,22.556928873062134
Step 7: Finding ALL proteins with transmembrane segments,0.002926349639892578
Step 8-9: Producing figures,81.93269157409668
Step 10: Write output,0.9170293807983398
