Step,Time (sec) 
All steps 0-10,654.8116140365601
Step 0: Parse Targets,0.48657989501953125
Step 1: Collecting the genomic contexts,147.4675896167755
Step 1a: Mapping,2.9509990215301514
Step 1b: Assemblies,139.45509696006775
Step 1c: Sequences,5.061471939086914
Step 2: Finding protein families,141.62886548042297
Step 3: Annotating functions and structures,10.279920816421509
Step 4-5: Finding operon/genomic_context,250.85369515419006
Step 6: Mapping taxonomy,22.738738775253296
Step 7: Finding ALL proteins with transmembrane segments,0.003139972686767578
Step 8-9: Producing figures,80.44941091537476
Step 10: Write output,0.8960397243499756
