Step,Time (sec) 
All steps 0-10,792.5517101287842
Step 0: Parse Targets,0.48697662353515625
Step 1: Collecting the genomic contexts,152.51149797439575
Step 1a: Mapping,2.7017409801483154
Step 1b: Assemblies,144.83094429969788
Step 1c: Sequences,4.97879433631897
Step 2: Finding protein families,143.1034460067749
Step 3: Annotating functions and structures,141.26783895492554
Step 4-5: Finding operon/genomic_context,251.02479338645935
Step 6: Mapping taxonomy,23.181394338607788
Step 7: Finding ALL proteins with transmembrane segments,0.0015270709991455078
Step 8-9: Producing figures,80.06909918785095
Step 10: Write output,0.9002492427825928
