target_sequences_50
nr_of_targets: 50
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.089442078024149	2	5.170726414769888	0.918715663254261	3.0447210390120745	3.0066256360748076	3.0447210390120745
download_and_parse_refseq_and_gb_databases	6.0913360342383385	1	6.0913360342383385	6.0913360342383385	6.0913360342383385	nan	6.0913360342383385
parse_targets	0.001104649156332016	1	0.001104649156332016	0.001104649156332016	0.001104649156332016	nan	0.001104649156332016
Step 0: Parse Targets	0.0011465959250926971	1	0.0011465959250926971	0.0011465959250926971	0.0011465959250926971	nan	0.0011465959250926971
map_uniprot_to_ncbi	24.269407123327255	30	2.6817020662128925	0.250177264213562	0.8089802374442419	0.5388168637691635	0.6300863064825535
get_assembly_id_from_ncbi_code	25.679395589977503	30	1.9867716282606125	0.6390972062945366	0.8559798529992501	0.26690675700627126	0.7822269946336746
find_ncbi_code_assembly	65.54110058397055	50	4.05751708894968	0.639301847666502	1.310822011679411	0.61818830735328	1.2169978227466345
download_assembly	44.091874316334724	29	2.536020815372467	0.6767250001430511	1.520409459183956	0.4600521221084942	1.58621421828866
extract_assembly_file	1.255772341042757	30	0.10038968175649643	0.0029398351907730103	0.041859078034758565	0.017135117979148143	0.041871702298521996
parse_assembly	1.7958971224725246	30	0.22573592141270638	0.004235595464706421	0.05986323741575082	0.06126428694166089	0.03163248300552368
download_and_extract_assembly	50.129496950656176	30	2.695953857153654	0.16615210101008415	1.6709832316885391	0.5434205192168378	1.7764309998601675
extract_flanking_genes	0.0011615864932537079	30	5.514174699783325e-05	2.8368085622787476e-05	3.87195497751236e-05	7.0924857798499125e-06	3.860890865325928e-05
add_sequences_to_flanking_genes	189.63301303982735	30	10.901151169091463	3.2183014303445816	6.321100434660911	1.7699702990074682	5.623969808220863
collecting_genomic_context	305.5285481028259	4	101.47509287297726	41.066793750971556	76.38213702570647	28.232186206786253	81.49333073943853
Step 1: Collecting the genomic contexts	101.48332716152072	1	101.48332716152072	101.48332716152072	101.48332716152072	nan	101.48332716152072
compute_all_agains_all_distance_matrix_mmseqs	4.151165649294853	1	4.151165649294853	4.151165649294853	4.151165649294853	nan	4.151165649294853
find_clusters_in_distance_matrix	0.004311922937631607	3	0.002022329717874527	0.00031097978353500366	0.0014373076458772023	0.000975673417920484	0.0019786134362220764
mask_singleton_clusters	0.0007272437214851379	1	0.0007272437214851379	0.0007272437214851379	0.0007272437214851379	nan	0.0007272437214851379
assign_families	0.003665369004011154	1	0.003665369004011154	0.003665369004011154	0.003665369004011154	nan	0.003665369004011154
get_protein_families_summary	0.002469424158334732	1	0.002469424158334732	0.002469424158334732	0.002469424158334732	nan	0.002469424158334732
find_and_add_protein_families_mmseqs	4.160518549382687	1	4.160518549382687	4.160518549382687	4.160518549382687	nan	4.160518549382687
Step 2: Finding protein families	4.160580135881901	1	4.160580135881901	4.160580135881901	4.160580135881901	nan	4.160580135881901
find_uniprot_in_swiss_model_repository	0.916869256645441	27	0.08726536482572556	4.284083843231201e-07	0.03395812061649782	0.016788836653215542	0.031596556305885315
find_uniprot_in_alphafold_database	0.8644654974341393	27	0.040880218148231506	3.8743019104003906e-07	0.032017240645708864	0.009672359872298192	0.03421248868107796
map_one_familiy	1.8352519497275352	28	0.11824037507176399	0.00147164985537529	0.06554471249026912	0.02574974565563937	0.06866389513015747
mapping_all_family_members	1.835840705782175	4	0.5711218602955341	0.4013718031346798	0.45896017644554377	0.07612979594695829	0.43167352117598057
Step 3: Annotating functions and structures	21.722029365599155	1	21.722029365599155	21.722029365599155	21.722029365599155	nan	21.722029365599155
find_operon_types_standard	0.006133809685707092	1	0.006133809685707092	0.006133809685707092	0.006133809685707092	nan	0.006133809685707092
get_operon_types_summary	0.0015129521489143372	1	0.0015129521489143372	0.0015129521489143372	0.0015129521489143372	nan	0.0015129521489143372
Step 4: Finding operon/genomic_context	0.007705278694629669	1	0.007705278694629669	0.007705278694629669	0.007705278694629669	nan	0.007705278694629669
Step 5: Selecting most common operon/genomic context	0.007085803896188736	1	0.007085803896188736	0.007085803896188736	0.007085803896188736	nan	0.007085803896188736
map_taxonomy	14.57168647274375	30	0.9751274064183235	0.33711381256580353	0.48572288242479167	0.14797571170125598	0.4596055131405592
Step 6: Mapping taxonomy	4.055515315383673	1	4.055515315383673	4.055515315383673	4.055515315383673	nan	4.055515315383673
Step 8: Making genomic context figure	1.8526382371783257	1	1.8526382371783257	1.8526382371783257	1.8526382371783257	nan	1.8526382371783257
Step 9: Making interactive html output	1.2261494882404804	1	1.2261494882404804	1.2261494882404804	1.2261494882404804	nan	1.2261494882404804
Step 10: Write output	0.011383242905139923	1	0.011383242905139923	0.011383242905139923	0.011383242905139923	nan	0.011383242905139923
All steps 0-10	134.53091855347157	1	134.53091855347157	134.53091855347157	134.53091855347157	nan	134.53091855347157
