Step,Time (sec) 
All steps 0-10,282.16143822669983
Step 0: Parse Targets,0.012031078338623047
Step 1: Collecting the genomic contexts,7.481181621551514
Step 1a: Mapping,5.561713218688965
Step 1b: Assemblies,1.2790350914001465
Step 1c: Sequences,0.6404070854187012
Step 2: Finding protein families,52.79857063293457
Step 3: Annotating functions and structures,3.7096877098083496
Step 4-5: Finding operon/genomic_context,1.8901536464691162
Step 6: Mapping taxonomy,188.88223576545715
Step 7: Finding ALL proteins with transmembrane segments,0.00127410888671875
Step 8-9: Producing figures,27.24531364440918
Step 10: Write output,0.13083505630493164
