Step,Time (sec) 
All steps 0-10,330.0118570327759
Step 0: Parse Targets,0.012144088745117188
Step 1: Collecting the genomic contexts,10.782593488693237
Step 1a: Mapping,8.733500480651855
Step 1b: Assemblies,1.5040006637573242
Step 1c: Sequences,0.5450704097747803
Step 2: Finding protein families,96.72315239906311
Step 3: Annotating functions and structures,3.839097499847412
Step 4-5: Finding operon/genomic_context,1.8791882991790771
Step 6: Mapping taxonomy,189.42584490776062
Step 7: Finding ALL proteins with transmembrane segments,0.0019364356994628906
Step 8-9: Producing figures,27.20986843109131
Step 10: Write output,0.13188838958740234
