Step,Time (sec) 
All steps 0-10,813.1836895942688
Step 0: Parse Targets,0.4888346195220947
Step 1: Collecting the genomic contexts,149.63674807548523
Step 1a: Mapping,2.9036061763763428
Step 1b: Assemblies,142.04799580574036
Step 1c: Sequences,4.685131788253784
Step 2: Finding protein families,176.8760302066803
Step 3: Annotating functions and structures,140.76284980773926
Step 4-5: Finding operon/genomic_context,241.48069834709167
Step 6: Mapping taxonomy,23.367943048477173
Step 7: Finding ALL proteins with transmembrane segments,0.0009951591491699219
Step 8-9: Producing figures,79.66121101379395
Step 10: Write output,0.9017157554626465
