Step,Time (sec) 
All steps 0-10,169.60413718223572
Step 0: Parse Targets,0.00920557975769043
Step 1: Collecting the genomic contexts,10.32645845413208
Step 1a: Mapping,8.33897066116333
Step 1b: Assemblies,1.3348982334136963
Step 1c: Sequences,0.652564287185669
Step 2: Finding protein families,96.94782400131226
Step 3: Annotating functions and structures,4.0291430950164795
Step 4-5: Finding operon/genomic_context,1.8921842575073242
Step 6: Mapping taxonomy,28.73609209060669
Step 7: Finding ALL proteins with transmembrane segments,0.0023174285888671875
Step 8-9: Producing figures,27.523979663848877
Step 10: Write output,0.1308281421661377
