Step,Time (sec) 
All steps 0-10,157.5990538597107
Step 0: Parse Targets,0.00969243049621582
Step 1: Collecting the genomic contexts,7.106166362762451
Step 1a: Mapping,4.587118864059448
Step 1b: Assemblies,1.674100399017334
Step 1c: Sequences,0.8449230194091797
Step 2: Finding protein families,92.99458003044128
Step 3: Annotating functions and structures,1.9273059368133545
Step 4-5: Finding operon/genomic_context,1.8470942974090576
Step 6: Mapping taxonomy,28.55262541770935
Step 7: Finding ALL proteins with transmembrane segments,0.002569913864135742
Step 8-9: Producing figures,25.024847507476807
Step 10: Write output,0.12856245040893555
