Step,Time (sec) 
All steps 0-10,730.6655735969543
Step 0: Parse Targets,0.4906885623931885
Step 1: Collecting the genomic contexts,150.94660782814026
Step 1a: Mapping,2.732414484024048
Step 1b: Assemblies,143.20563578605652
Step 1c: Sequences,5.008535146713257
Step 2: Finding protein families,208.74083495140076
Step 3: Annotating functions and structures,10.635186195373535
Step 4-5: Finding operon/genomic_context,252.04203748703003
Step 6: Mapping taxonomy,22.605194330215454
Step 7: Finding ALL proteins with transmembrane segments,0.0010368824005126953
Step 8-9: Producing figures,84.29566311836243
Step 10: Write output,0.8809444904327393
