Step,Time (sec) 
All steps 0-10,90.13365077972412
Step 0: Parse Targets,0.009206771850585938
Step 1: Collecting the genomic contexts,6.6307079792022705
Step 1a: Mapping,4.568106651306152
Step 1b: Assemblies,1.5134453773498535
Step 1c: Sequences,0.549126386642456
Step 2: Finding protein families,26.355833053588867
Step 3: Annotating functions and structures,1.317457914352417
Step 4-5: Finding operon/genomic_context,1.8491060733795166
Step 6: Mapping taxonomy,28.71848177909851
Step 7: Finding ALL proteins with transmembrane segments,0.010652780532836914
Step 8-9: Producing figures,25.107600927352905
Step 10: Write output,0.12853789329528809
