Step,Time (sec) 
All steps 0-10,666.5830698013306
Step 0: Parse Targets,0.4841911792755127
Step 1: Collecting the genomic contexts,137.93795251846313
Step 1a: Mapping,3.9051921367645264
Step 1b: Assemblies,129.0030393600464
Step 1c: Sequences,5.0296950340271
Step 2: Finding protein families,143.80626440048218
Step 3: Annotating functions and structures,10.659327030181885
Step 4-5: Finding operon/genomic_context,266.6050019264221
Step 6: Mapping taxonomy,22.380441665649414
Step 7: Finding ALL proteins with transmembrane segments,0.002514362335205078
Step 8-9: Producing figures,83.79019069671631
Step 10: Write output,0.9117732048034668
