Step,Time (sec) 
All steps 0-10,819.5426480770111
Step 0: Parse Targets,0.4908485412597656
Step 1: Collecting the genomic contexts,217.0431981086731
Step 1a: Mapping,3.2232186794281006
Step 1b: Assemblies,206.83984518051147
Step 1c: Sequences,6.98011589050293
Step 2: Finding protein families,236.47972965240479
Step 3: Annotating functions and structures,17.0893292427063
Step 4-5: Finding operon/genomic_context,243.50596928596497
Step 6: Mapping taxonomy,22.201863527297974
Step 7: Finding ALL proteins with transmembrane segments,0.0021152496337890625
Step 8-9: Producing figures,81.83825850486755
Step 10: Write output,0.8858194351196289
