Step,Time (sec) 
All steps 0-10,700.8920991420746
Step 0: Parse Targets,0.4892587661743164
Step 1: Collecting the genomic contexts,134.40534114837646
Step 1a: Mapping,2.9007608890533447
Step 1b: Assemblies,126.46483111381531
Step 1c: Sequences,5.0397279262542725
Step 2: Finding protein families,207.93335056304932
Step 3: Annotating functions and structures,10.979577541351318
Step 4-5: Finding operon/genomic_context,242.52227568626404
Step 6: Mapping taxonomy,22.38303542137146
Step 7: Finding ALL proteins with transmembrane segments,0.0017244815826416016
Step 8-9: Producing figures,81.27194118499756
Step 10: Write output,0.8997149467468262
