target_sequences_50
nr_of_targets: 50
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	5.980517227202654	2	5.076188670471311	0.9043285567313433	2.990258613601327	2.9499505765872125	2.990258613601327
download_and_parse_refseq_and_gb_databases	5.982711847871542	1	5.982711847871542	5.982711847871542	5.982711847871542	nan	5.982711847871542
parse_targets	0.0010120756924152374	1	0.0010120756924152374	0.0010120756924152374	0.0010120756924152374	nan	0.0010120756924152374
Step 0: Parse Targets	0.0010680463165044785	1	0.0010680463165044785	0.0010680463165044785	0.0010680463165044785	nan	0.0010680463165044785
map_uniprot_to_ncbi	23.1395895909518	30	1.687583925202489	0.24062899127602577	0.7713196530317267	0.42736468336785427	0.6652973955497146
get_assembly_id_from_ncbi_code	23.877116410061717	30	1.0743975397199392	0.6533623710274696	0.7959038803353906	0.1120647899817542	0.7815772872418165
find_ncbi_code_assembly	62.303496113047004	50	2.923846760764718	0.6535023562610149	1.2460699222609402	0.5297782297608996	1.100852164439857
download_assembly	22.836030745878816	29	0.9610793180763721	0.6675544213503599	0.7874493360647867	0.07123474698880865	0.7629831340163946
extract_assembly_file	1.306390542536974	30	0.10291295871138573	0.0035741515457630157	0.04354635141789913	0.017219284908732726	0.04397050943225622
parse_assembly	1.7729717586189508	30	0.21620933338999748	0.00427897647023201	0.059099058620631695	0.05953912543334594	0.031014971435070038
download_and_extract_assembly	29.013775089755654	30	1.2595682367682457	0.12943769805133343	0.9671258363251884	0.19814420972432994	0.9807926630601287
extract_flanking_genes	0.0012658312916755676	30	9.915977716445923e-05	2.608075737953186e-05	4.219437638918559e-05	1.3647233690558182e-05	3.984477370977402e-05
add_sequences_to_flanking_genes	187.55901263095438	30	8.934769880026579	4.133887626230717	6.251967087698479	1.5733599208287325	5.7441051276400685
collecting_genomic_context	279.0641283709556	4	98.64170519448817	38.27279911004007	69.7660320927389	27.475411520956055	71.07481203321368
Step 1: Collecting the genomic contexts	98.65071010030806	1	98.65071010030806	98.65071010030806	98.65071010030806	nan	98.65071010030806
compute_all_agains_all_distance_matrix_mmseqs	4.304334292188287	1	4.304334292188287	4.304334292188287	4.304334292188287	nan	4.304334292188287
find_clusters_in_distance_matrix	0.003592550754547119	3	0.0016895327717065811	0.0002558007836341858	0.001197516918182373	0.0008158244973462676	0.0016472171992063522
mask_singleton_clusters	0.0007301457226276398	1	0.0007301457226276398	0.0007301457226276398	0.0007301457226276398	nan	0.0007301457226276398
assign_families	0.0036035794764757156	1	0.0036035794764757156	0.0036035794764757156	0.0036035794764757156	nan	0.0036035794764757156
get_protein_families_summary	0.003517240285873413	1	0.003517240285873413	0.003517240285873413	0.003517240285873413	nan	0.003517240285873413
find_and_add_protein_families_mmseqs	4.314384989440441	1	4.314384989440441	4.314384989440441	4.314384989440441	nan	4.314384989440441
Step 2: Finding protein families	4.31442548148334	1	4.31442548148334	4.31442548148334	4.31442548148334	nan	4.31442548148334
find_operon_types_standard	0.005714815109968185	1	0.005714815109968185	0.005714815109968185	0.005714815109968185	nan	0.005714815109968185
get_operon_types_summary	0.0025176052004098892	1	0.0025176052004098892	0.0025176052004098892	0.0025176052004098892	nan	0.0025176052004098892
Step 4: Finding operon/genomic_context	0.008288739249110222	1	0.008288739249110222	0.008288739249110222	0.008288739249110222	nan	0.008288739249110222
Step 5: Selecting most common operon/genomic context	0.006211565807461739	1	0.006211565807461739	0.006211565807461739	0.006211565807461739	nan	0.006211565807461739
map_taxonomy	14.963932996615767	30	0.9622648637741804	0.3558784518390894	0.49879776655385893	0.13269199724205974	0.4579128799960017
Step 6: Mapping taxonomy	4.1081647798419	1	4.1081647798419	4.1081647798419	4.1081647798419	nan	4.1081647798419
get_uniprot_annotation_for_each_peptide	57.64656010083854	260	0.7221673205494881	3.594905138015747e-07	0.221717538849379	0.20523329462886628	0.13093315437436104
Step 7: Finding ALL proteins with transmembrane segments	59.12494634091854	1	59.12494634091854	59.12494634091854	59.12494634091854	nan	59.12494634091854
Step 8: Making genomic context figure	1.7401044443249702	1	1.7401044443249702	1.7401044443249702	1.7401044443249702	nan	1.7401044443249702
Step 9: Making interactive html output	1.3171921633183956	1	1.3171921633183956	1.3171921633183956	1.3171921633183956	nan	1.3171921633183956
Step 10: Write output	0.011616099625825882	1	0.011616099625825882	0.011616099625825882	0.011616099625825882	nan	0.011616099625825882
All steps 0-10	169.2861206829548	1	169.2861206829548	169.2861206829548	169.2861206829548	nan	169.2861206829548
