Step,Time (sec) 
All steps 0-10,905.052173614502
Step 0: Parse Targets,0.7174232006072998
Step 1: Collecting the genomic contexts,229.06677532196045
Step 1a: Mapping,4.781954050064087
Step 1b: Assemblies,209.18389463424683
Step 1c: Sequences,15.100898265838623
Step 2: Finding protein families,231.23702883720398
Step 3: Annotating functions and structures,10.4177827835083
Step 4-5: Finding operon/genomic_context,295.11386489868164
Step 6: Mapping taxonomy,29.33847975730896
Step 7: Finding ALL proteins with transmembrane segments,0.001829385757446289
Step 8-9: Producing figures,108.01991438865662
Step 10: Write output,1.1340198516845703
