Step,Time (sec) 
All steps 0-10,80.6808602809906
Step 0: Parse Targets,0.009257316589355469
Step 1: Collecting the genomic contexts,8.560421228408813
Step 1a: Mapping,4.428032636642456
Step 1b: Assemblies,3.3931174278259277
Step 1c: Sequences,0.7392489910125732
Step 2: Finding protein families,14.88696837425232
Step 3: Annotating functions and structures,1.5091021060943604
Step 4-5: Finding operon/genomic_context,1.9075274467468262
Step 6: Mapping taxonomy,28.715418338775635
Step 7: Finding ALL proteins with transmembrane segments,0.0021216869354248047
Step 8-9: Producing figures,24.94877290725708
Step 10: Write output,0.13616108894348145
