Step,Time (sec) 
All steps 0-10,294.58559918403625
Step 0: Parse Targets,0.009166479110717773
Step 1: Collecting the genomic contexts,21.768591165542603
Step 1a: Mapping,19.7071692943573
Step 1b: Assemblies,1.4290440082550049
Step 1c: Sequences,0.6323530673980713
Step 2: Finding protein families,52.91188311576843
Step 3: Annotating functions and structures,3.595548391342163
Step 4-5: Finding operon/genomic_context,1.9742183685302734
Step 6: Mapping taxonomy,186.90557503700256
Step 7: Finding ALL proteins with transmembrane segments,0.002283811569213867
Step 8-9: Producing figures,27.282079458236694
Step 10: Write output,0.13040781021118164
