Step,Time (sec) 
All steps 0-10,285.73891019821167
Step 0: Parse Targets,0.009141921997070312
Step 1: Collecting the genomic contexts,6.997490644454956
Step 1a: Mapping,4.99562931060791
Step 1b: Assemblies,1.4991779327392578
Step 1c: Sequences,0.5026555061340332
Step 2: Finding protein families,51.8504683971405
Step 3: Annotating functions and structures,3.9120934009552
Step 4-5: Finding operon/genomic_context,1.8873679637908936
Step 6: Mapping taxonomy,193.5573000907898
Step 7: Finding ALL proteins with transmembrane segments,0.0027687549591064453
Step 8-9: Producing figures,27.38325524330139
Step 10: Write output,0.13144183158874512
