Step,Time (sec) 
All steps 0-10,278.5262608528137
Step 0: Parse Targets,0.009203672409057617
Step 1: Collecting the genomic contexts,11.197337865829468
Step 1a: Mapping,9.107739210128784
Step 1b: Assemblies,1.5511066913604736
Step 1c: Sequences,0.5384647846221924
Step 2: Finding protein families,48.38735389709473
Step 3: Annotating functions and structures,1.2492058277130127
Step 4-5: Finding operon/genomic_context,1.8591234683990479
Step 6: Mapping taxonomy,190.6139144897461
Step 7: Finding ALL proteins with transmembrane segments,0.0024471282958984375
Step 8-9: Producing figures,25.069865226745605
Step 10: Write output,0.1302046775817871
