Step,Time (sec) 
All steps 0-10,746.2413046360016
Step 0: Parse Targets,0.48818278312683105
Step 1: Collecting the genomic contexts,161.6801586151123
Step 1a: Mapping,2.8994247913360596
Step 1b: Assemblies,153.49077534675598
Step 1c: Sequences,5.28993821144104
Step 2: Finding protein families,208.8754825592041
Step 3: Annotating functions and structures,10.280565977096558
Step 4-5: Finding operon/genomic_context,255.6079397201538
Step 6: Mapping taxonomy,22.359116315841675
Step 7: Finding ALL proteins with transmembrane segments,0.002815723419189453
Step 8-9: Producing figures,86.0405445098877
Step 10: Write output,0.9006636142730713
