target_sequences_100
nr_of_targets: 100
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.120233744382858	2	5.1934219636023045	0.9268117807805538	3.060116872191429	3.0169489929528353	3.060116872191429
download_and_parse_refseq_and_gb_databases	6.121592812240124	1	6.121592812240124	6.121592812240124	6.121592812240124	nan	6.121592812240124
parse_targets	0.0012068785727024078	1	0.0012068785727024078	0.0012068785727024078	0.0012068785727024078	nan	0.0012068785727024078
Step 0: Parse Targets	0.0012379549443721771	1	0.0012379549443721771	0.0012379549443721771	0.0012379549443721771	nan	0.0012379549443721771
map_uniprot_to_ncbi	44.80298641324043	60	2.1131872050464153	0.23896416649222374	0.7467164402206738	0.4432662027213438	0.5552875511348248
get_assembly_id_from_ncbi_code	52.80609559267759	60	1.863349873572588	0.6293005831539631	0.8801015932112932	0.23577332934582867	0.8462121859192848
find_ncbi_code_assembly	128.9982750825584	100	2.759296827018261	0.6372957155108452	1.289982750825584	0.4940685493440888	1.1990724988281727
download_assembly	87.02902283146977	56	2.4888416789472103	0.7576558217406273	1.554089693419103	0.45629221557352395	1.612711450085044
extract_assembly_file	2.4743700101971626	60	0.10006272420287132	0.002665054053068161	0.04123950016995271	0.01608617119501551	0.04327867738902569
parse_assembly	3.304749608039856	60	0.2220296412706375	0.0004273615777492523	0.0550791601339976	0.056582202829775594	0.03418801538646221
download_and_extract_assembly	97.49558082967997	60	2.6356224305927753	0.04526979848742485	1.6249263471613327	0.6093506835249369	1.743005283176899
extract_flanking_genes	0.002751290798187256	60	9.467080235481262e-05	2.810731530189514e-05	4.585484663645427e-05	1.320314217344412e-05	4.5649707317352295e-05
add_sequences_to_flanking_genes	384.85311134532094	60	10.036497462540865	3.5402862802147865	6.414218522422016	1.6376217706891363	5.601389953866601
collecting_genomic_context	611.7056358680129	4	208.6149884723127	103.61180623620749	152.92640896700323	53.15472031634699	149.73942057974637
Step 1: Collecting the genomic contexts	208.6259931921959	1	208.6259931921959	208.6259931921959	208.6259931921959	nan	208.6259931921959
compute_all_agains_all_distance_matrix_mmseqs	7.311182584613562	1	7.311182584613562	7.311182584613562	7.311182584613562	nan	7.311182584613562
find_clusters_in_distance_matrix	0.007489234209060669	3	0.0035201460123062134	0.0005010142922401428	0.002496411403020223	0.0017282607148183956	0.0034680739045143127
mask_singleton_clusters	0.002874460071325302	1	0.002874460071325302	0.002874460071325302	0.002874460071325302	nan	0.002874460071325302
assign_families	0.012983240187168121	1	0.012983240187168121	0.012983240187168121	0.012983240187168121	nan	0.012983240187168121
get_protein_families_summary	0.00303678959608078	1	0.00303678959608078	0.00303678959608078	0.00303678959608078	nan	0.00303678959608078
find_and_add_protein_families_mmseqs	7.334188610315323	1	7.334188610315323	7.334188610315323	7.334188610315323	nan	7.334188610315323
Step 2: Finding protein families	7.334238763898611	1	7.334238763898611	7.334238763898611	7.334238763898611	nan	7.334238763898611
map_one_familiy	5.201014071702957	68	0.17310039326548576	0.0018924735486507416	0.07648550105445526	0.03083113899038719	0.07062369398772717
find_uniprot_in_swiss_model_repository	2.371017325669527	74	0.06303976848721504	4.284083843231201e-07	0.032040774671209825	0.010352548396155766	0.032007768750190735
find_uniprot_in_alphafold_database	2.6448557525873184	72	0.06955939531326294	3.91155481338501e-07	0.036734107674823865	0.012486532543597616	0.03600382246077061
mapping_all_family_members	5.202648740261793	4	1.4629053175449371	1.192377906292677	1.3006621850654483	0.11955959786296143	1.2736827582120895
Step 3: Annotating functions and structures	3.1096545420587063	1	3.1096545420587063	3.1096545420587063	3.1096545420587063	nan	3.1096545420587063
find_operon_types_standard	0.02097274735569954	1	0.02097274735569954	0.02097274735569954	0.02097274735569954	nan	0.02097274735569954
get_operon_types_summary	0.0017399080097675323	1	0.0017399080097675323	0.0017399080097675323	0.0017399080097675323	nan	0.0017399080097675323
Step 4: Finding operon/genomic_context	0.02279011905193329	1	0.02279011905193329	0.02279011905193329	0.02279011905193329	nan	0.02279011905193329
Step 5: Selecting most common operon/genomic context	0.0047685205936431885	1	0.0047685205936431885	0.0047685205936431885	0.0047685205936431885	nan	0.0047685205936431885
map_taxonomy	27.462312053889036	60	0.7621982470154762	0.32866815850138664	0.4577052008981506	0.11477473215155368	0.42628432251513004
Step 6: Mapping taxonomy	7.087140787392855	1	7.087140787392855	7.087140787392855	7.087140787392855	nan	7.087140787392855
Step 8: Making genomic context figure	2.7952592708170414	1	2.7952592708170414	2.7952592708170414	2.7952592708170414	nan	2.7952592708170414
Step 9: Making interactive html output	2.2156252153217793	1	2.2156252153217793	2.2156252153217793	2.2156252153217793	nan	2.2156252153217793
Step 10: Write output	0.018713604658842087	1	0.018713604658842087	0.018713604658842087	0.018713604658842087	nan	0.018713604658842087
All steps 0-10	231.2194962464273	1	231.2194962464273	231.2194962464273	231.2194962464273	nan	231.2194962464273
