target_sequences_100
nr_of_targets: 100
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	5.9838529378175735	2	5.0762528125196695	0.907600125297904	2.9919264689087868	2.9476825835460345	2.9919264689087868
download_and_parse_refseq_and_gb_databases	5.9860501531511545	1	5.9860501531511545	5.9860501531511545	5.9860501531511545	nan	5.9860501531511545
parse_targets	0.0010437965393066406	1	0.0010437965393066406	0.0010437965393066406	0.0010437965393066406	nan	0.0010437965393066406
Step 0: Parse Targets	0.0011053960770368576	1	0.0011053960770368576	0.0011053960770368576	0.0011053960770368576	nan	0.0011053960770368576
map_uniprot_to_ncbi	38.21237068064511	60	1.3374847993254662	0.2348895538598299	0.6368728446774184	0.37863346196964326	0.5037975506857038
get_assembly_id_from_ncbi_code	51.863624604418874	60	1.7971647083759308	0.6456562951207161	0.8643937434069813	0.24907927654041004	0.8044091118499637
find_ncbi_code_assembly	121.23732016049325	100	3.065396996214986	0.6456875279545784	1.2123732016049324	0.47014447375215357	1.1345314271748066
download_assembly	44.26643095910549	56	0.9686779510229826	0.6558273565024137	0.7904719814125981	0.06308897223934463	0.769814332947135
extract_assembly_file	2.528084307909012	60	0.1038003284484148	0.0031476691365242004	0.042134738465150194	0.016309944783326667	0.044129954650998116
parse_assembly	3.314878711476922	60	0.2612515166401863	0.00036791153252124786	0.05524797852461537	0.05828679319458005	0.0360287269577384
download_and_extract_assembly	56.26430335827172	60	1.2808414194732904	0.04548652470111847	0.9377383893045287	0.24718095013228036	0.9694078052416444
extract_flanking_genes	0.002523135393857956	60	5.531124770641327e-05	2.857111394405365e-05	4.205225656429927e-05	7.436167920112463e-06	4.269648343324661e-05
add_sequences_to_flanking_genes	359.4698286354542	60	9.591077787801623	3.458976721391082	5.991163810590903	1.396538975918964	5.656449750997126
collecting_genomic_context	537.3130075130612	4	178.06646700762212	89.47374675050378	134.3282518782653	47.136681071588924	134.88639687746763
Step 1: Collecting the genomic contexts	178.07487829215825	1	178.07487829215825	178.07487829215825	178.07487829215825	nan	178.07487829215825
compute_all_agains_all_distance_matrix_mmseqs	7.170239455997944	1	7.170239455997944	7.170239455997944	7.170239455997944	nan	7.170239455997944
find_clusters_in_distance_matrix	0.0073859915137290955	3	0.0035424232482910156	0.00035245902836322784	0.002461997171243032	0.0018270937754081896	0.003491109237074852
mask_singleton_clusters	0.002847626805305481	1	0.002847626805305481	0.002847626805305481	0.002847626805305481	nan	0.002847626805305481
assign_families	0.013090148568153381	1	0.013090148568153381	0.013090148568153381	0.013090148568153381	nan	0.013090148568153381
get_protein_families_summary	0.002962367609143257	1	0.002962367609143257	0.002962367609143257	0.002962367609143257	nan	0.002962367609143257
find_and_add_protein_families_mmseqs	7.1931793335825205	1	7.1931793335825205	7.1931793335825205	7.1931793335825205	nan	7.1931793335825205
Step 2: Finding protein families	7.19321764446795	1	7.19321764446795	7.19321764446795	7.19321764446795	nan	7.19321764446795
find_operon_types_standard	0.018875032663345337	1	0.018875032663345337	0.018875032663345337	0.018875032663345337	nan	0.018875032663345337
get_operon_types_summary	0.0014675892889499664	1	0.0014675892889499664	0.0014675892889499664	0.0014675892889499664	nan	0.0014675892889499664
Step 4: Finding operon/genomic_context	0.020400624722242355	1	0.020400624722242355	0.020400624722242355	0.020400624722242355	nan	0.020400624722242355
Step 5: Selecting most common operon/genomic context	0.007143441587686539	1	0.007143441587686539	0.007143441587686539	0.007143441587686539	nan	0.007143441587686539
map_taxonomy	30.898353742435575	60	1.2717800252139568	0.3556068893522024	0.5149725623739262	0.19618626597724262	0.45359650906175375
Step 6: Mapping taxonomy	9.605601647868752	1	9.605601647868752	9.605601647868752	9.605601647868752	nan	9.605601647868752
get_uniprot_annotation_for_each_peptide	115.90132105909288	522	0.8486388679593801	3.594905138015747e-07	0.2220331821055419	0.2117860462494855	0.1284817699342966
Step 7: Finding ALL proteins with transmembrane segments	118.72597792930901	1	118.72597792930901	118.72597792930901	118.72597792930901	nan	118.72597792930901
Step 8: Making genomic context figure	2.714100431650877	1	2.714100431650877	2.714100431650877	2.714100431650877	nan	2.714100431650877
Step 9: Making interactive html output	2.14649317599833	1	2.14649317599833	2.14649317599833	2.14649317599833	nan	2.14649317599833
Step 10: Write output	0.019013233482837677	1	0.019013233482837677	0.019013233482837677	0.019013233482837677	nan	0.019013233482837677
All steps 0-10	318.51168923825026	1	318.51168923825026	318.51168923825026	318.51168923825026	nan	318.51168923825026
