Step,Time (sec) 
All steps 0-10,1064.261974811554
Step 0: Parse Targets,0.7530791759490967
Step 1: Collecting the genomic contexts,286.3036205768585
Step 1a: Mapping,16.153101682662964
Step 1b: Assemblies,234.6498680114746
Step 1c: Sequences,35.50062417984009
Step 2: Finding protein families,230.5067024230957
Step 3: Annotating functions and structures,115.60648441314697
Step 4-5: Finding operon/genomic_context,295.22395181655884
Step 6: Mapping taxonomy,29.43376612663269
Step 7: Finding ALL proteins with transmembrane segments,0.001939535140991211
Step 8-9: Producing figures,105.19805073738098
Step 10: Write output,1.2276124954223633
