Step,Time (sec) 
All steps 0-10,891.9186327457428
Step 0: Parse Targets,0.4865267276763916
Step 1: Collecting the genomic contexts,72.82845783233643
Step 1a: Mapping,3.5715768337249756
Step 1b: Assemblies,64.50033497810364
Step 1c: Sequences,4.756529808044434
Step 2: Finding protein families,325.1581838130951
Step 3: Annotating functions and structures,138.7398009300232
Step 4-5: Finding operon/genomic_context,248.067542552948
Step 6: Mapping taxonomy,25.024938344955444
Step 7: Finding ALL proteins with transmembrane segments,0.0013432502746582031
Step 8-9: Producing figures,80.3338189125061
Step 10: Write output,0.8870437145233154
