Step,Time (sec) 
All steps 0-10,179.73792719841003
Step 0: Parse Targets,0.00931692123413086
Step 1: Collecting the genomic contexts,15.797670364379883
Step 1a: Mapping,12.539827346801758
Step 1b: Assemblies,1.2719480991363525
Step 1c: Sequences,1.985867977142334
Step 2: Finding protein families,100.69304013252258
Step 3: Annotating functions and structures,3.7088208198547363
Step 4-5: Finding operon/genomic_context,2.027750253677368
Step 6: Mapping taxonomy,30.110921144485474
Step 7: Finding ALL proteins with transmembrane segments,0.002329587936401367
Step 8-9: Producing figures,27.232750177383423
Step 10: Write output,0.14949774742126465
