Step,Time (sec) 
All steps 0-10,815.130245923996
Step 0: Parse Targets,0.48592209815979004
Step 1: Collecting the genomic contexts,122.73247694969177
Step 1a: Mapping,3.1623451709747314
Step 1b: Assemblies,115.06184077262878
Step 1c: Sequences,4.508275032043457
Step 2: Finding protein families,198.54899716377258
Step 3: Annotating functions and structures,141.77369451522827
Step 4-5: Finding operon/genomic_context,247.3015992641449
Step 6: Mapping taxonomy,23.58614706993103
Step 7: Finding ALL proteins with transmembrane segments,0.0011305809020996094
Step 8-9: Producing figures,79.79926228523254
Step 10: Write output,0.8961172103881836
