Step,Time (sec) 
All steps 0-10,263.4828794002533
Step 0: Parse Targets,0.009213447570800781
Step 1: Collecting the genomic contexts,12.145279884338379
Step 1a: Mapping,9.101765632629395
Step 1b: Assemblies,2.464475631713867
Step 1c: Sequences,0.579017162322998
Step 2: Finding protein families,29.86252212524414
Step 3: Annotating functions and structures,3.864450693130493
Step 4-5: Finding operon/genomic_context,1.9348223209381104
Step 6: Mapping taxonomy,188.27897596359253
Step 7: Finding ALL proteins with transmembrane segments,0.0025310516357421875
Step 8-9: Producing figures,27.246767044067383
Step 10: Write output,0.13279128074645996
