Step,Time (sec) 
All steps 0-10,887.674467086792
Step 0: Parse Targets,0.4897580146789551
Step 1: Collecting the genomic contexts,73.79400157928467
Step 1a: Mapping,3.585066556930542
Step 1b: Assemblies,65.52193522453308
Step 1c: Sequences,4.686979293823242
Step 2: Finding protein families,324.3451144695282
Step 3: Annotating functions and structures,139.43852472305298
Step 4-5: Finding operon/genomic_context,243.642751455307
Step 6: Mapping taxonomy,24.931291341781616
Step 7: Finding ALL proteins with transmembrane segments,0.002051115036010742
Step 8-9: Producing figures,79.7836422920227
Step 10: Write output,0.8837780952453613
