Step,Time (sec) 
All steps 0-10,265.54488372802734
Step 0: Parse Targets,0.009448766708374023
Step 1: Collecting the genomic contexts,11.649015426635742
Step 1a: Mapping,9.676029682159424
Step 1b: Assemblies,1.326329231262207
Step 1c: Sequences,0.6466290950775146
Step 2: Finding protein families,30.548330545425415
Step 3: Annotating functions and structures,4.019537448883057
Step 4-5: Finding operon/genomic_context,1.8855597972869873
Step 6: Mapping taxonomy,190.0782594680786
Step 7: Finding ALL proteins with transmembrane segments,0.002132892608642578
Step 8-9: Producing figures,27.214871406555176
Step 10: Write output,0.1318058967590332
