target_sequences_10
nr_of_targets: 10
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.264633029699326	2	5.33092475682497	0.9337082728743553	3.132316514849663	3.1093015941467477	3.132316514849663
download_and_parse_refseq_and_gb_databases	6.266338929533958	1	6.266338929533958	6.266338929533958	6.266338929533958	nan	6.266338929533958
parse_targets	0.0005450360476970673	1	0.0005450360476970673	0.0005450360476970673	0.0005450360476970673	nan	0.0005450360476970673
Step 0: Parse Targets	0.0005914941430091858	1	0.0005914941430091858	0.0005914941430091858	0.0005914941430091858	nan	0.0005914941430091858
map_uniprot_to_ncbi	4.575013302266598	6	1.4136305153369904	0.26290230080485344	0.762502217044433	0.459780860821288	0.6561266407370567
get_assembly_id_from_ncbi_code	5.969391368329525	6	1.3836986422538757	0.7454451397061348	0.9948985613882542	0.2400911899289766	0.9655196089297533
find_ncbi_code_assembly	13.863152779638767	10	2.1845413260161877	0.7703296728432178	1.3863152779638768	0.4533464905724691	1.2907030936330557
download_assembly	5.650598019361496	6	1.565892569720745	0.762702226638794	0.9417663365602493	0.3163972266586062	0.7927649039775133
extract_assembly_file	0.320890624076128	6	0.10097623243927956	0.034011371433734894	0.05348177067935467	0.02496525272821171	0.045435454696416855
parse_assembly	0.5813067890703678	6	0.211655143648386	0.007163941860198975	0.0968844648450613	0.08900386547383654	0.09522288292646408
download_and_extract_assembly	7.036640256643295	6	1.91077147051692	0.8829470872879028	1.1727733761072159	0.37267150012486233	1.0502863936126232
extract_flanking_genes	0.0003337375819683075	6	0.0001237615942955017	2.969801425933838e-05	5.562293032805125e-05	3.4325248717198815e-05	4.703924059867859e-05
add_sequences_to_flanking_genes	34.172245655208826	6	8.667399074882269	4.390582524240017	5.695374275868137	1.556409172292616	5.193142721429467
collecting_genomic_context	55.09574358910322	1	55.09574358910322	55.09574358910322	55.09574358910322	nan	55.09574358910322
Step 1: Collecting the genomic contexts	55.10333540290594	1	55.10333540290594	55.10333540290594	55.10333540290594	nan	55.10333540290594
compute_all_agains_all_distance_matrix_mmseqs	4.154870867729187	1	4.154870867729187	4.154870867729187	4.154870867729187	nan	4.154870867729187
find_clusters_in_distance_matrix	0.003087218850851059	3	0.001444898545742035	0.00024925172328948975	0.0010290729502836864	0.0006758420272838192	0.0013930685818195343
mask_singleton_clusters	4.232674837112427e-05	1	4.232674837112427e-05	4.232674837112427e-05	4.232674837112427e-05	nan	4.232674837112427e-05
assign_families	0.00023166462779045105	1	0.00023166462779045105	0.00023166462779045105	0.00023166462779045105	nan	0.00023166462779045105
get_protein_families_summary	0.0024564415216445923	1	0.0024564415216445923	0.0024564415216445923	0.0024564415216445923	nan	0.0024564415216445923
find_and_add_protein_families_mmseqs	4.159552279859781	1	4.159552279859781	4.159552279859781	4.159552279859781	nan	4.159552279859781
Step 2: Finding protein families	4.159596242010593	1	4.159596242010593	4.159596242010593	4.159596242010593	nan	4.159596242010593
map_one_familiy	0.34757978469133377	7	0.07713025435805321	0.0014698877930641174	0.04965425495590482	0.033107687912282004	0.06517979130148888
find_uniprot_in_swiss_model_repository	0.16956323757767677	6	0.038116857409477234	1.259148120880127e-06	0.02826053959627946	0.01404518303610619	0.032575976103544235
find_uniprot_in_alphafold_database	0.16599303483963013	6	0.03730466216802597	5.587935447692871e-07	0.027665505806605022	0.01390648725427209	0.03139420412480831
mapping_all_family_members	0.3477294519543648	1	0.3477294519543648	0.3477294519543648	0.3477294519543648	nan	0.3477294519543648
Step 3: Annotating functions and structures	1.2585158608853817	1	1.2585158608853817	1.2585158608853817	1.2585158608853817	nan	1.2585158608853817
find_operon_types_standard	0.0007207058370113373	1	0.0007207058370113373	0.0007207058370113373	0.0007207058370113373	nan	0.0007207058370113373
get_operon_types_summary	0.0015054196119308472	1	0.0015054196119308472	0.0015054196119308472	0.0015054196119308472	nan	0.0015054196119308472
Step 4: Finding operon/genomic_context	0.002275034785270691	1	0.002275034785270691	0.002275034785270691	0.002275034785270691	nan	0.002275034785270691
Step 5: Selecting most common operon/genomic context	0.006562899798154831	1	0.006562899798154831	0.006562899798154831	0.006562899798154831	nan	0.006562899798154831
map_taxonomy	4.521582737565041	6	1.4378080666065216	0.45451275259256363	0.7535971229275068	0.36177075665275804	0.68917166441679
Step 6: Mapping taxonomy	4.525798883289099	1	4.525798883289099	4.525798883289099	4.525798883289099	nan	4.525798883289099
Step 8: Making genomic context figure	0.6575431860983372	1	0.6575431860983372	0.6575431860983372	0.6575431860983372	nan	0.6575431860983372
Step 9: Making interactive html output	0.42665648087859154	1	0.42665648087859154	0.42665648087859154	0.42665648087859154	nan	0.42665648087859154
Step 10: Write output	0.005346134305000305	1	0.005346134305000305	0.005346134305000305	0.005346134305000305	nan	0.005346134305000305
All steps 0-10	66.14910061657429	1	66.14910061657429	66.14910061657429	66.14910061657429	nan	66.14910061657429
