Step,Time (sec) 
All steps 0-10,817.8767607212067
Step 0: Parse Targets,0.48465585708618164
Step 1: Collecting the genomic contexts,122.59391283988953
Step 1a: Mapping,2.8587660789489746
Step 1b: Assemblies,115.1698215007782
Step 1c: Sequences,4.565309047698975
Step 2: Finding protein families,198.53069186210632
Step 3: Annotating functions and structures,140.5086739063263
Step 4-5: Finding operon/genomic_context,248.8905394077301
Step 6: Mapping taxonomy,23.58694624900818
Step 7: Finding ALL proteins with transmembrane segments,0.0012843608856201172
Step 8-9: Producing figures,82.36821961402893
Step 10: Write output,0.9070487022399902
