Step,Time (sec) 
All steps 0-10,94.73764085769653
Step 0: Parse Targets,0.009162425994873047
Step 1: Collecting the genomic contexts,11.338610887527466
Step 1a: Mapping,9.10177206993103
Step 1b: Assemblies,1.6632208824157715
Step 1c: Sequences,0.5735955238342285
Step 2: Finding protein families,26.155046939849854
Step 3: Annotating functions and structures,1.4716293811798096
Step 4-5: Finding operon/genomic_context,1.8708724975585938
Step 6: Mapping taxonomy,28.66759419441223
Step 7: Finding ALL proteins with transmembrane segments,0.0022592544555664062
Step 8-9: Producing figures,25.087592601776123
Step 10: Write output,0.12902450561523438
