Step,Time (sec) 
All steps 0-10,103.91468715667725
Step 0: Parse Targets,0.009060859680175781
Step 1: Collecting the genomic contexts,12.793712615966797
Step 1a: Mapping,8.067196130752563
Step 1b: Assemblies,3.479698657989502
Step 1c: Sequences,1.2467961311340332
Step 2: Finding protein families,30.06371283531189
Step 3: Annotating functions and structures,3.7298524379730225
Step 4-5: Finding operon/genomic_context,1.8690309524536133
Step 6: Mapping taxonomy,28.184385776519775
Step 7: Finding ALL proteins with transmembrane segments,0.0024590492248535156
Step 8-9: Producing figures,27.12397027015686
Step 10: Write output,0.13391470909118652
