target_sequences_10
nr_of_targets: 10
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.156160451471806	2	5.232116971164942	0.9240434803068638	3.078080225735903	3.0462679792357488	3.078080225735903
download_and_parse_refseq_and_gb_databases	6.158356538042426	1	6.158356538042426	6.158356538042426	6.158356538042426	nan	6.158356538042426
parse_targets	0.0005366727709770203	1	0.0005366727709770203	0.0005366727709770203	0.0005366727709770203	nan	0.0005366727709770203
Step 0: Parse Targets	0.0006053447723388672	1	0.0006053447723388672	0.0006053447723388672	0.0006053447723388672	nan	0.0006053447723388672
map_uniprot_to_ncbi	4.3622433096170425	6	1.1027793157845736	0.32207114808261395	0.7270405516028404	0.31790785777276903	0.6785758025944233
get_assembly_id_from_ncbi_code	5.287867130711675	6	1.369894601404667	0.6392986550927162	0.8813111884519458	0.2710360468676557	0.8236219370737672
find_ncbi_code_assembly	12.3324871994555	10	1.8306126948446035	0.639363020658493	1.23324871994555	0.41162292482782165	1.2060665721073747
download_assembly	5.213446281850338	6	1.0466338079422712	0.7607597969472408	0.868907713641723	0.10197930963315281	0.8665412738919258
extract_assembly_file	0.32415871135890484	6	0.10142837278544903	0.034393828362226486	0.054026451893150806	0.02502432205093592	0.0458091888576746
parse_assembly	0.5755871012806892	6	0.20881352573633194	0.007325433194637299	0.09593118354678154	0.08801707884117459	0.09272615797817707
download_and_extract_assembly	6.698552653193474	6	1.2581443525850773	0.9204171169549227	1.1164254421989124	0.13246262280650556	1.126922931522131
extract_flanking_genes	0.000362468883395195	6	9.929947555065155e-05	3.045983612537384e-05	6.041148056586584e-05	2.764917096009898e-05	5.1905401051044464e-05
add_sequences_to_flanking_genes	30.61756668612361	6	8.091494811698794	4.127727219834924	5.102927781020601	1.5085706307292392	4.559141609817743
collecting_genomic_context	49.67255664430559	1	49.67255664430559	49.67255664430559	49.67255664430559	nan	49.67255664430559
Step 1: Collecting the genomic contexts	49.68013570085168	1	49.68013570085168	49.68013570085168	49.68013570085168	nan	49.68013570085168
compute_all_agains_all_distance_matrix_mmseqs	4.29556773789227	1	4.29556773789227	4.29556773789227	4.29556773789227	nan	4.29556773789227
find_clusters_in_distance_matrix	0.003090178593993187	3	0.0014622081071138382	0.0002115108072757721	0.0010300595313310623	0.0007092529449317241	0.0014164596796035767
mask_singleton_clusters	5.090050399303436e-05	1	5.090050399303436e-05	5.090050399303436e-05	5.090050399303436e-05	nan	5.090050399303436e-05
assign_families	0.0002146996557712555	1	0.0002146996557712555	0.0002146996557712555	0.0002146996557712555	nan	0.0002146996557712555
get_protein_families_summary	0.0021055620163679123	1	0.0021055620163679123	0.0021055620163679123	0.0021055620163679123	nan	0.0021055620163679123
find_and_add_protein_families_mmseqs	4.299884105101228	1	4.299884105101228	4.299884105101228	4.299884105101228	nan	4.299884105101228
Step 2: Finding protein families	4.299928164109588	1	4.299928164109588	4.299928164109588	4.299928164109588	nan	4.299928164109588
find_operon_types_standard	0.0006542038172483444	1	0.0006542038172483444	0.0006542038172483444	0.0006542038172483444	nan	0.0006542038172483444
get_operon_types_summary	0.0012897960841655731	1	0.0012897960841655731	0.0012897960841655731	0.0012897960841655731	nan	0.0012897960841655731
Step 4: Finding operon/genomic_context	0.0019930321723222733	1	0.0019930321723222733	0.0019930321723222733	0.0019930321723222733	nan	0.0019930321723222733
Step 5: Selecting most common operon/genomic context	0.007034691050648689	1	0.007034691050648689	0.007034691050648689	0.007034691050648689	nan	0.007034691050648689
map_taxonomy	2.8456468768417835	6	0.6565819326788187	0.36631164513528347	0.4742744794736306	0.09780086674273908	0.45473210513591766
Step 6: Mapping taxonomy	2.8503585923463106	1	2.8503585923463106	2.8503585923463106	2.8503585923463106	nan	2.8503585923463106
get_uniprot_annotation_for_each_peptide	8.962465366348624	50	0.6836067847907543	5.103647708892822e-07	0.17924930732697247	0.1849318717806295	0.12958338484168053
Step 7: Finding ALL proteins with transmembrane segments	9.910470254719257	1	9.910470254719257	9.910470254719257	9.910470254719257	nan	9.910470254719257
Step 8: Making genomic context figure	0.5963937174528837	1	0.5963937174528837	0.5963937174528837	0.5963937174528837	nan	0.5963937174528837
Step 9: Making interactive html output	0.4415396247059107	1	0.4415396247059107	0.4415396247059107	0.4415396247059107	nan	0.4415396247059107
Step 10: Write output	0.0057044439017772675	1	0.0057044439017772675	0.0057044439017772675	0.0057044439017772675	nan	0.0057044439017772675
All steps 0-10	67.79689908772707	1	67.79689908772707	67.79689908772707	67.79689908772707	nan	67.79689908772707
