Step,Time (sec) 
All steps 0-10,324.4668667316437
Step 0: Parse Targets,0.009219646453857422
Step 1: Collecting the genomic contexts,10.783458471298218
Step 1a: Mapping,8.815649271011353
Step 1b: Assemblies,1.3317532539367676
Step 1c: Sequences,0.636028528213501
Step 2: Finding protein families,93.52683639526367
Step 3: Annotating functions and structures,1.6020135879516602
Step 4-5: Finding operon/genomic_context,1.82924222946167
Step 6: Mapping taxonomy,191.32538676261902
Step 7: Finding ALL proteins with transmembrane segments,0.002335071563720703
Step 8-9: Producing figures,25.253035306930542
Step 10: Write output,0.13040685653686523
