Step,Time (sec) 
All steps 0-10,103.2255277633667
Step 0: Parse Targets,0.009207487106323242
Step 1: Collecting the genomic contexts,11.479158401489258
Step 1a: Mapping,8.455999612808228
Step 1b: Assemblies,2.43291974067688
Step 1c: Sequences,0.5902175903320312
Step 2: Finding protein families,30.062774896621704
Step 3: Annotating functions and structures,3.813723087310791
Step 4-5: Finding operon/genomic_context,1.8725523948669434
Step 6: Mapping taxonomy,28.6022686958313
Step 7: Finding ALL proteins with transmembrane segments,0.0015478134155273438
Step 8-9: Producing figures,27.24575138092041
Step 10: Write output,0.13051748275756836
