Step,Time (sec) 
All steps 0-10,820.3192541599274
Step 0: Parse Targets,0.48662877082824707
Step 1: Collecting the genomic contexts,122.66072630882263
Step 1a: Mapping,3.246114730834961
Step 1b: Assemblies,114.81744313240051
Step 1c: Sequences,4.597151517868042
Step 2: Finding protein families,199.60905146598816
Step 3: Annotating functions and structures,141.53330898284912
Step 4-5: Finding operon/genomic_context,247.96211981773376
Step 6: Mapping taxonomy,23.628647089004517
Step 7: Finding ALL proteins with transmembrane segments,0.0010416507720947266
Step 8-9: Producing figures,83.54412150382996
Step 10: Write output,0.8855867385864258
