target_sequences_50
nr_of_targets: 50
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.163379043340683	2	5.2421765178442	0.9212025254964828	3.0816895216703415	3.05539001131978	3.0816895216703415
download_and_parse_refseq_and_gb_databases	6.165446598082781	1	6.165446598082781	6.165446598082781	6.165446598082781	nan	6.165446598082781
parse_targets	0.0009897761046886444	1	0.0009897761046886444	0.0009897761046886444	0.0009897761046886444	nan	0.0009897761046886444
Step 0: Parse Targets	0.0010386742651462555	1	0.0010386742651462555	0.0010386742651462555	0.0010386742651462555	nan	0.0010386742651462555
map_uniprot_to_ncbi	24.514981165528297	30	2.6592529118061066	0.2539544031023979	0.8171660388509433	0.5788454506834761	0.5568428114056587
get_assembly_id_from_ncbi_code	33.97456005960703	30	6.431393023580313	0.6215022131800652	1.1324853353202342	1.17894181849612	0.8163551911711693
find_ncbi_code_assembly	76.52012652903795	50	6.431422159075737	0.6215898506343365	1.5304025305807591	1.0902611888964766	1.211934706196189
download_assembly	43.948354706168175	29	2.2015873081982136	0.7080799005925655	1.5154605071092475	0.4229236062484782	1.522807464003563
extract_assembly_file	1.2611004747450352	30	0.09972229227423668	0.002612035721540451	0.04203668249150117	0.016797749354644814	0.042232440784573555
parse_assembly	1.775914452970028	30	0.2177816703915596	0.004395086318254471	0.059197148432334264	0.060599787942126886	0.030891364440321922
download_and_extract_assembly	49.97020087391138	30	2.3307769894599915	0.13774438947439194	1.6656733624637128	0.4936910172798925	1.708623144775629
extract_flanking_genes	0.0012825094163417816	30	0.00010177120566368103	2.5607645511627197e-05	4.275031387805939e-05	1.4246350166530218e-05	4.134140908718109e-05
add_sequences_to_flanking_genes	224.54407832026482	30	15.987214509397745	3.6707125566899776	7.4848026106754935	2.6483083109142758	6.58609538897872
collecting_genomic_context	351.1677734814584	4	125.99797458574176	53.15767093747854	87.7919433703646	35.524139735894124	86.00606397911906
Step 1: Collecting the genomic contexts	126.00711493566632	1	126.00711493566632	126.00711493566632	126.00711493566632	nan	126.00711493566632
compute_all_agains_all_distance_matrix_mmseqs	4.3446959890425205	1	4.3446959890425205	4.3446959890425205	4.3446959890425205	nan	4.3446959890425205
find_clusters_in_distance_matrix	0.003590904176235199	3	0.0016808323562145233	0.00026870518922805786	0.0011969680587450664	0.00080414137566956	0.0016413666307926178
mask_singleton_clusters	0.0007392056286334991	1	0.0007392056286334991	0.0007392056286334991	0.0007392056286334991	nan	0.0007392056286334991
assign_families	0.003571879118680954	1	0.003571879118680954	0.003571879118680954	0.003571879118680954	nan	0.003571879118680954
get_protein_families_summary	0.00247800350189209	1	0.00247800350189209	0.00247800350189209	0.00247800350189209	nan	0.00247800350189209
find_and_add_protein_families_mmseqs	4.353681147098541	1	4.353681147098541	4.353681147098541	4.353681147098541	nan	4.353681147098541
Step 2: Finding protein families	4.353722684085369	1	4.353722684085369	4.353722684085369	4.353722684085369	nan	4.353722684085369
map_one_familiy	1.7688310742378235	28	0.08206852152943611	0.001440148800611496	0.06317253836563655	0.022297090885691907	0.06930019333958626
find_uniprot_in_swiss_model_repository	0.8360098041594028	27	0.04723842814564705	5.327165126800537e-07	0.030963326079977885	0.00985596152277659	0.033082205802202225
find_uniprot_in_alphafold_database	0.8833958841860294	27	0.04425652325153351	3.986060619354248e-07	0.032718366080964054	0.010043534056864404	0.034339647740125656
mapping_all_family_members	1.7693962268531322	4	0.4933966211974621	0.4036971591413021	0.44234905671328306	0.038874575022558554	0.43615122325718403
Step 3: Annotating functions and structures	1.7136735618114471	1	1.7136735618114471	1.7136735618114471	1.7136735618114471	nan	1.7136735618114471
find_operon_types_standard	0.005845624953508377	1	0.005845624953508377	0.005845624953508377	0.005845624953508377	nan	0.005845624953508377
get_operon_types_summary	0.0013787373900413513	1	0.0013787373900413513	0.0013787373900413513	0.0013787373900413513	nan	0.0013787373900413513
Step 4: Finding operon/genomic_context	0.0072835832834243774	1	0.0072835832834243774	0.0072835832834243774	0.0072835832834243774	nan	0.0072835832834243774
Step 5: Selecting most common operon/genomic context	0.004469774663448334	1	0.004469774663448334	0.004469774663448334	0.004469774663448334	nan	0.004469774663448334
map_taxonomy	15.200262125581503	30	1.6917394883930683	0.3333347477018833	0.5066754041860501	0.24085280192858416	0.46042440086603165
Step 6: Mapping taxonomy	4.372197885066271	1	4.372197885066271	4.372197885066271	4.372197885066271	nan	4.372197885066271
Step 8: Making genomic context figure	1.7205731756985188	1	1.7205731756985188	1.7205731756985188	1.7205731756985188	nan	1.7205731756985188
Step 9: Making interactive html output	1.224841933697462	1	1.224841933697462	1.224841933697462	1.224841933697462	nan	1.224841933697462
Step 10: Write output	0.013339612632989883	1	0.013339612632989883	0.013339612632989883	0.013339612632989883	nan	0.013339612632989883
All steps 0-10	139.42192021757364	1	139.42192021757364	139.42192021757364	139.42192021757364	nan	139.42192021757364
