Step,Time (sec) 
All steps 0-10,664.6114614009857
Step 0: Parse Targets,0.48676228523254395
Step 1: Collecting the genomic contexts,150.13094997406006
Step 1a: Mapping,2.949272632598877
Step 1b: Assemblies,142.16057682037354
Step 1c: Sequences,5.02107834815979
Step 2: Finding protein families,142.17728471755981
Step 3: Annotating functions and structures,10.509347915649414
Step 4-5: Finding operon/genomic_context,255.83392596244812
Step 6: Mapping taxonomy,22.595074892044067
Step 7: Finding ALL proteins with transmembrane segments,0.002065420150756836
Step 8-9: Producing figures,81.97185587882996
Step 10: Write output,0.8981063365936279
