Step,Time (sec) 
All steps 0-10,116.93505430221558
Step 0: Parse Targets,0.012266874313354492
Step 1: Collecting the genomic contexts,9.63508653640747
Step 1a: Mapping,7.749747037887573
Step 1b: Assemblies,1.265913963317871
Step 1c: Sequences,0.6193978786468506
Step 2: Finding protein families,50.38929009437561
Step 3: Annotating functions and structures,1.3336622714996338
Step 4-5: Finding operon/genomic_context,1.8659412860870361
Step 6: Mapping taxonomy,28.85462474822998
Step 7: Finding ALL proteins with transmembrane segments,0.0014510154724121094
Step 8-9: Producing figures,24.70575451850891
Step 10: Write output,0.13087034225463867
