target_sequences_100
nr_of_targets: 100
	Total_time	Count	Max	Min	Mean	Std	Median
db_parsing_single	6.176851812750101	2	5.2417727671563625	0.9350790455937386	3.0884259063750505	3.0452923350104606	3.0884259063750505
download_and_parse_refseq_and_gb_databases	6.178367264568806	1	6.178367264568806	6.178367264568806	6.178367264568806	nan	6.178367264568806
parse_targets	0.0012347884476184845	1	0.0012347884476184845	0.0012347884476184845	0.0012347884476184845	nan	0.0012347884476184845
Step 0: Parse Targets	0.0012622177600860596	1	0.0012622177600860596	0.0012622177600860596	0.0012622177600860596	nan	0.0012622177600860596
map_uniprot_to_ncbi	47.03235223889351	60	1.9270740486681461	0.2525297999382019	0.7838725373148918	0.4878197984905404	0.5886345207691193
get_assembly_id_from_ncbi_code	57.79641450941563	60	3.2466521747410297	0.6415010206401348	0.9632735751569271	0.4043689057083203	0.8639783263206482
find_ncbi_code_assembly	139.06071029230952	100	3.5359044075012207	0.6416099295020103	1.3906071029230953	0.611633711113966	1.223919728770852
download_assembly	81.24546908587217	56	2.4083565585315228	0.7048403769731522	1.4508119479620032	0.4056093375530528	1.4575037434697151
extract_assembly_file	2.5125946179032326	60	0.10027213394641876	0.0026518777012825012	0.041876576965053876	0.016666616505275716	0.044027309864759445
parse_assembly	3.410597313195467	60	0.22069182246923447	0.00037162378430366516	0.056843288553257786	0.0567954665347412	0.033814242109656334
download_and_extract_assembly	91.83543646708131	60	2.5454050451517105	0.04181917756795883	1.5305906077846885	0.5492907395526161	1.6171221490949392
extract_flanking_genes	0.0027634091675281525	60	0.0001475811004638672	2.8017908334732056e-05	4.605681945880254e-05	1.6973915927697634e-05	4.365295171737671e-05
add_sequences_to_flanking_genes	410.1445034816861	60	13.407120075076818	4.3336615934967995	6.835741724694769	1.7596105963975204	6.425357457250357
collecting_genomic_context	641.3324391618371	8	141.60956275835633	19.308083292096853	80.16655489522964	40.385516154051075	83.71122062765062
Step 1: Collecting the genomic contexts	141.61787366867065	1	141.61787366867065	141.61787366867065	141.61787366867065	nan	141.61787366867065
compute_all_agains_all_distance_matrix_mmseqs	4.570084858685732	1	4.570084858685732	4.570084858685732	4.570084858685732	nan	4.570084858685732
find_clusters_in_distance_matrix	0.006762642413377762	3	0.0032125823199748993	0.00038204342126846313	0.0022542141377925873	0.001621500514369237	0.0031680166721343994
mask_singleton_clusters	0.0028415583074092865	1	0.0028415583074092865	0.0028415583074092865	0.0028415583074092865	nan	0.0028415583074092865
assign_families	0.012604419142007828	1	0.012604419142007828	0.012604419142007828	0.012604419142007828	nan	0.012604419142007828
get_protein_families_summary	0.0031896792352199554	1	0.0031896792352199554	0.0031896792352199554	0.0031896792352199554	nan	0.0031896792352199554
find_and_add_protein_families_mmseqs	4.592552453279495	1	4.592552453279495	4.592552453279495	4.592552453279495	nan	4.592552453279495
Step 2: Finding protein families	4.592598333954811	1	4.592598333954811	4.592598333954811	4.592598333954811	nan	4.592598333954811
find_uniprot_in_swiss_model_repository	2.572346765547991	74	0.12386202812194824	4.6193599700927734e-07	0.03476144277767555	0.017409848086407703	0.032666102051734924
find_uniprot_in_alphafold_database	2.637691058218479	73	0.07872608304023743	4.0978193283081055e-07	0.036132754222170944	0.013209233763660509	0.03465408459305763
map_one_familiy	5.36414048820734	68	0.1799854077398777	0.0014932863414287567	0.0788844189442256	0.03382197661007598	0.07127637602388859
mapping_all_family_members	5.3656442649662495	8	0.9334815889596939	0.49864866212010384	0.6707055331207812	0.13599913598562713	0.6545084733515978
Step 3: Annotating functions and structures	22.97873029857874	1	22.97873029857874	22.97873029857874	22.97873029857874	nan	22.97873029857874
find_operon_types_standard	0.02227659896016121	1	0.02227659896016121	0.02227659896016121	0.02227659896016121	nan	0.02227659896016121
get_operon_types_summary	0.0016414299607276917	1	0.0016414299607276917	0.0016414299607276917	0.0016414299607276917	nan	0.0016414299607276917
Step 4: Finding operon/genomic_context	0.02399212121963501	1	0.02399212121963501	0.02399212121963501	0.02399212121963501	nan	0.02399212121963501
Step 5: Selecting most common operon/genomic context	0.005754444748163223	1	0.005754444748163223	0.005754444748163223	0.005754444748163223	nan	0.005754444748163223
map_taxonomy	43.895983166992664	59	1.4786662608385086	0.3336890675127506	0.7439997146947909	0.2872277138364414	0.6781553961336613
Step 6: Mapping taxonomy	6.5947980135679245	1	6.5947980135679245	6.5947980135679245	6.5947980135679245	nan	6.5947980135679245
Step 8: Making genomic context figure	3.3623273745179176	1	3.3623273745179176	3.3623273745179176	3.3623273745179176	nan	3.3623273745179176
Step 9: Making interactive html output	2.283577363938093	1	2.283577363938093	2.283577363938093	2.283577363938093	nan	2.283577363938093
Step 10: Write output	0.019148897379636765	1	0.019148897379636765	0.019148897379636765	0.019148897379636765	nan	0.019148897379636765
All steps 0-10	181.48363325744867	1	181.48363325744867	181.48363325744867	181.48363325744867	nan	181.48363325744867
