Step,Time (sec) 
All steps 0-10,753.4071280956268
Step 0: Parse Targets,0.4875657558441162
Step 1: Collecting the genomic contexts,218.0781180858612
Step 1a: Mapping,3.1893088817596436
Step 1b: Assemblies,207.82971239089966
Step 1c: Sequences,7.0590739250183105
Step 2: Finding protein families,168.8928987979889
Step 3: Annotating functions and structures,16.900843620300293
Step 4-5: Finding operon/genomic_context,241.12290287017822
Step 6: Mapping taxonomy,22.132864236831665
Step 7: Finding ALL proteins with transmembrane segments,0.0023283958435058594
Step 8-9: Producing figures,84.87814569473267
Step 10: Write output,0.9066662788391113
