Step,Time (sec) 
All steps 0-10,723.9198572635651
Step 0: Parse Targets,0.4838285446166992
Step 1: Collecting the genomic contexts,149.7419798374176
Step 1a: Mapping,2.8060038089752197
Step 1b: Assemblies,141.92856335639954
Step 1c: Sequences,5.00739049911499
Step 2: Finding protein families,208.76345443725586
Step 3: Annotating functions and structures,11.042277812957764
Step 4-5: Finding operon/genomic_context,246.0682773590088
Step 6: Mapping taxonomy,22.618980646133423
Step 7: Finding ALL proteins with transmembrane segments,0.0013360977172851562
Step 8-9: Producing figures,84.30626654624939
Step 10: Write output,0.8868873119354248
