Step,Time (sec) 
All steps 0-10,331.6162178516388
Step 0: Parse Targets,0.009312868118286133
Step 1: Collecting the genomic contexts,11.165202856063843
Step 1a: Mapping,9.090999364852905
Step 1b: Assemblies,1.536578893661499
Step 1c: Sequences,0.5375998020172119
Step 2: Finding protein families,97.4332013130188
Step 3: Annotating functions and structures,3.704244375228882
Step 4-5: Finding operon/genomic_context,1.8359568119049072
Step 6: Mapping taxonomy,189.96554803848267
Step 7: Finding ALL proteins with transmembrane segments,0.0013892650604248047
Step 8-9: Producing figures,27.363090991973877
Step 10: Write output,0.1323261260986328
