Step,Time (sec) 
All steps 0-10,760.7395305633545
Step 0: Parse Targets,0.487255334854126
Step 1: Collecting the genomic contexts,214.01742124557495
Step 1a: Mapping,3.188260078430176
Step 1b: Assemblies,203.75076055526733
Step 1c: Sequences,7.078375339508057
Step 2: Finding protein families,169.5991280078888
Step 3: Annotating functions and structures,17.48885750770569
Step 4-5: Finding operon/genomic_context,253.96879506111145
Step 6: Mapping taxonomy,22.028249263763428
Step 7: Finding ALL proteins with transmembrane segments,0.0013422966003417969
Step 8-9: Producing figures,82.21261525154114
Step 10: Write output,0.9311056137084961
