Step,Time (sec) 
All steps 0-10,811.9092614650726
Step 0: Parse Targets,0.48737049102783203
Step 1: Collecting the genomic contexts,124.40390205383301
Step 1a: Mapping,3.19280743598938
Step 1b: Assemblies,116.6882255077362
Step 1c: Sequences,4.522853851318359
Step 2: Finding protein families,198.23035717010498
Step 3: Annotating functions and structures,143.46352863311768
Step 4-5: Finding operon/genomic_context,240.6124973297119
Step 6: Mapping taxonomy,23.693580627441406
Step 7: Finding ALL proteins with transmembrane segments,0.0010585784912109375
Step 8-9: Producing figures,80.10550594329834
Step 10: Write output,0.9064590930938721
