Step,Time (sec) 
All steps 0-10,83.87342762947083
Step 0: Parse Targets,0.009290218353271484
Step 1: Collecting the genomic contexts,12.069907903671265
Step 1a: Mapping,7.95792818069458
Step 1b: Assemblies,3.378831624984741
Step 1c: Sequences,0.7331287860870361
Step 2: Finding protein families,14.833010196685791
Step 3: Annotating functions and structures,1.490980625152588
Step 4-5: Finding operon/genomic_context,1.8820970058441162
Step 6: Mapping taxonomy,28.593220233917236
Step 7: Finding ALL proteins with transmembrane segments,0.0011358261108398438
Step 8-9: Producing figures,24.844566106796265
Step 10: Write output,0.13078522682189941
