Step,Time (sec) 
All steps 0-10,741.7454459667206
Step 0: Parse Targets,0.4936192035675049
Step 1: Collecting the genomic contexts,217.3047502040863
Step 1a: Mapping,3.2737550735473633
Step 1b: Assemblies,207.01718854904175
Step 1c: Sequences,7.013780832290649
Step 2: Finding protein families,147.77562069892883
Step 3: Annotating functions and structures,17.401242971420288
Step 4-5: Finding operon/genomic_context,252.9141309261322
Step 6: Mapping taxonomy,22.649840116500854
Step 7: Finding ALL proteins with transmembrane segments,0.0013227462768554688
Step 8-9: Producing figures,82.03661561012268
Step 10: Write output,0.8971865177154541
