Step,Time (sec) 
All steps 0-10,681.5292756557465
Step 0: Parse Targets,0.4844660758972168
Step 1: Collecting the genomic contexts,151.15476846694946
Step 1a: Mapping,2.8686206340789795
Step 1b: Assemblies,143.30126023292542
Step 1c: Sequences,4.984866619110107
Step 2: Finding protein families,143.21741318702698
Step 3: Annotating functions and structures,10.576589822769165
Step 4-5: Finding operon/genomic_context,270.60323429107666
Step 6: Mapping taxonomy,22.64496874809265
Step 7: Finding ALL proteins with transmembrane segments,0.001178741455078125
Step 8-9: Producing figures,81.94998812675476
Step 10: Write output,0.8908283710479736
